2631	14.0	262.0
2632	11.7	266.2
2633	19.1	275.2
2634	19.6	276.9
2635	28.0	282.2
2636	29.8	284.9
2637	36.2	291.8
2638	39.7	297.1
2639	40.7	301.0
2640	45.9	308.6
2641	50.3	313.3
2642	52.4	318.6
2643	58.8	325.9
2644	57.8	330.2
2645	60.3	338.1
2646	65.8	342.4
2647	71.1	347.5
2648	79.5	353.6
2649	87.9	359.7
2650	91.3	364.7
2651	108.6	370.2
2652	105.3	375.7
2653	114.2	380.6
2654	117.8	386.8
2655	121.4	392.4
2656	124.1	396.9
2657	133.8	402.8
2658	132.0	406.7
2659	140.7	412.0
2660	148.8	416.5
2661	155.2	420.9
2662	157.3	425.6
2663	160.5	428.4
2664	170.9	433.2
2665	173.3	436.4
2666	177.6	439.7
2667	175.6	443.0
2668	179.3	445.1
2669	187.5	448.2
2670	195.4	451.0
2671	198.5	453.1
2672	201.2	456.1
2673	204.0	458.2
2674	205.2	460.1
2675	210.9	461.4
2676	215.1	465.6
2677	216.4	467.5
2678	217.4	469.0
2679	218.3	471.4
2680	219.7	473.9
2681	221.0	475.7
2682	223.4	477.5
2683	228.7	478.7
2684	232.3	480.9
2685	234.8	483.1
2686	239.1	484.5
2687	240.5	485.5
2688	240.6	488.9
2689	243.5	490.9
2690	245.2	492.3
2691	247.5	494.7
2692	248.6	496.8
2693	250.7	498.3
2694	252.4	499.7
2695	254.4	502.0
2696	254.8	504.9
2697	257.1	506.9
2698	258.3	508.7
2699	260.5	510.6
2700	263.9	512.9
2701	264.9	514.2
2702	266.8	516.2
2703	268.3	517.8
2704	270.7	519.1
2705	272.7	521.4
2706	276.8	523.0
2707	279.2	524.7
2708	282.4	526.0
2709	284.8	527.5
2710	288.1	529.3
2711	293.0	530.2
2712	293.5	531.6
2713	294.8	533.5
2714	297.5	534.8
2715	298.4	536.3
2716	300.2	538.3
2717	301.6	539.8
2718	304.4	541.4
2719	307.0	542.9
2720	307.3	544.3
2721	310.7	545.0
2722	312.4	546.5
2723	314.4	548.2
2724	316.4	549.5
2725	320.7	550.6
2726	322.3	551.6
2727	324.9	553.1
2728	325.8	554.6
2729	328.4	555.9
2730	329.5	556.8
2731	331.9	557.7
2732	336.9	558.4
2733	339.9	560.1
2734	341.2	560.2
2735	341.9	561.2
2736	344.6	562.7
2737	345.9	564.7
2738	346.1	566.2
2739	348.8	567.2
2740	351.6	568.2
2741	354.3	569.6
2742	358.4	571.4
2743	359.4	572.5
2744	360.2	574.3
2745	361.3	575.9
2746	363.4	576.7
2747	365.3	578.0
2748	367.0	579.6
2749	370.6	581.2
2750	372.6	582.4
2751	374.5	583.5
2752	375.9	584.8
2753	376.9	586.6
2754	379.8	588.3
2755	380.8	590.6
2756	380.2	592.5
2757	382.4	593.7
2758	386.3	594.7
2759	388.1	596.2
2760	390.5	597.6
2761	393.5	599.0
2762	394.7	600.1
2763	396.2	601.5
2764	397.9	602.3
2765	400.0	604.8
2766	402.3	606.4
2767	402.4	607.7
2768	403.2	609.0
2769	405.9	609.8
2770	406.8	611.2
2771	408.2	612.9
2772	409.7	614.6
2773	411.3	616.0
2774	412.7	617.3
2775	414.4	618.6
2776	415.4	620.0
2777	416.4	621.6
2778	419.1	623.1
2779	421.3	624.2
2780	424.5	625.1
2781	426.6	626.8
2782	427.4	628.2
2783	428.1	629.7
2784	429.2	631.2
2785	431.0	632.6
2786	431.9	634.0
2787	433.3	635.5
2788	434.8	636.8
2789	436.5	638.2
2790	438.4	639.5
2791	440.8	640.8
2792	443.6	641.9
2793	446.1	643.4
2794	448.8	645.1
2795	450.5	646.7
2796	450.8	648.3
2797	452.0	650.0
2798	453.2	651.5
2799	454.3	652.9
2800	456.1	654.5
2801	458.3	655.9
2802	462.1	657.0
2803	465.1	658.7
2804	467.2	660.0
2805	468.7	661.5
2806	470.0	663.1
2807	472.4	664.5
2808	473.7	666.2
2809	475.9	667.5
2810	477.5	668.9
2811	479.5	670.5
2812	481.1	672.2
2813	482.3	673.2
2814	483.9	674.9
2815	485.4	676.8
2816	486.6	678.4
2817	488.2	679.9
2818	489.9	681.7
2819	491.9	683.0
2820	493.4	684.3
2821	495.3	685.8
2822	498.0	687.4
2823	499.5	688.9
2824	499.3	690.9
2825	501.2	692.7
2826	503.5	693.8
2827	505.7	695.5
2828	507.3	697.3
2829	508.4	698.8
2830	509.8	700.3
2831	511.6	701.8
2832	513.6	703.4
2833	515.8	705.3
2834	517.3	706.5
2835	518.7	708.2
2836	520.1	709.8
2837	520.9	711.0
2838	522.2	712.8
2839	523.9	714.2
2840	525.4	715.7
2841	527.1	717.1
2842	529.0	719.0
2843	530.5	720.8
2844	531.6	722.4
2845	532.5	724.3
2846	533.8	725.9
2847	535.1	727.5
2848	536.6	729.0
2849	538.8	730.5
2850	541.0	732.0
2851	543.3	733.3
2852	545.2	735.0
2853	545.6	736.5
2854	546.4	738.2
2855	548.0	739.6
2856	549.8	740.9
2857	552.2	742.2
2858	554.8	744.0
2859	555.7	745.4
2860	556.3	746.8
2861	558.2	748.0
2862	560.7	749.3
2863	562.7	750.5
2864	563.7	752.0
2865	564.7	753.1
2866	565.5	754.4
2867	567.3	755.7
2868	569.0	757.0
2869	571.1	758.1
2870	573.4	759.3
2871	574.9	760.8
2872	575.8	762.2
2873	576.5	763.3
2874	578.9	764.2
2875	581.6	765.2
2876	582.0	766.8
2877	583.0	768.3
2878	585.5	769.2
2879	587.5	770.0
2880	588.0	771.4
2881	589.3	772.5
2882	591.0	773.5
2883	593.4	774.7
2884	595.6	775.9
2885	597.4	777.0
2886	598.5	778.2
2887	600.1	779.4
2888	601.4	780.3
2889	602.7	781.4
2890	604.4	782.7
2891	605.9	783.7
2892	607.8	784.8
2893	609.1	786.0
2894	610.7	786.8
2895	612.8	787.8
2896	614.8	788.5
2897	617.5	789.4
2898	619.7	790.3
2899	621.7	791.3
2900	623.7	792.1
2901	625.4	793.0
2902	626.9	793.9
2903	628.6	794.9
2904	629.9	795.7
2905	631.5	796.7
