6162	628.8	847.6
6163	628.7	847.1
6164	628.9	846.6
6165	629.0	846.0
6166	629.1	845.5
6167	629.8	845.3
6168	629.9	845.1
6169	629.9	844.7
6170	629.5	842.9
6171	629.6	842.6
6172	629.3	842.1
6173	629.3	841.7
6174	629.1	841.2
6175	629.2	840.9
6176	629.5	840.4
6177	629.7	839.9
6178	629.9	839.4
6179	629.7	838.9
6180	629.6	838.3
6181	629.8	837.9
6182	629.6	837.4
6183	629.7	837.0
6184	629.5	836.6
6185	629.8	836.4
6186	629.6	835.9
6187	629.3	835.5
6188	629.6	835.0
6189	629.7	834.5
6190	630.1	834.0
6191	629.5	833.8
6192	629.9	833.5
6193	629.9	833.0
6194	630.2	832.5
6195	630.1	831.8
6196	630.6	831.6
6197	630.1	831.0
6198	630.8	830.5
6199	630.5	830.1
6200	630.8	829.6
6201	631.1	829.3
6202	631.0	828.2
6203	631.2	827.6
6204	631.3	827.3
6205	631.3	826.6
6206	631.5	826.1
6207	631.6	825.7
6208	631.6	825.3
6209	631.5	825.0
6210	631.4	824.7
6211	631.6	824.2
6212	631.7	823.8
6213	631.7	823.2
6214	631.7	822.8
6215	631.4	822.3
6216	631.9	821.9
6217	632.2	821.4
6218	631.8	821.0
6219	632.0	820.5
6220	631.9	820.3
6221	632.0	819.8
6222	632.1	819.5
6223	632.1	818.8
6224	631.7	818.5
6225	632.0	818.0
6226	632.2	817.7
6227	632.3	817.3
6228	632.2	816.8
6229	632.1	816.4
6230	632.2	816.2
6231	632.0	815.8
6232	631.9	815.3
6233	632.0	814.6
6234	632.2	814.3
6235	632.4	813.9
6236	632.2	813.4
6237	632.6	813.0
6238	632.5	812.8
6239	632.5	812.4
6240	632.7	812.2
6241	632.4	811.8
6242	632.7	811.6
6243	632.7	811.2
6244	632.8	811.0
6245	632.6	810.6
6246	632.4	810.4
6247	632.5	809.9
6248	632.6	809.6
6249	632.9	809.2
6250	632.8	808.9
6251	632.6	808.6
6252	632.6	808.3
6253	632.6	808.2
6254	632.7	808.1
6255	632.8	807.9
6256	632.6	807.7
6257	632.8	807.7
6258	632.9	807.3
6259	632.8	807.2
6260	632.8	807.0
6261	632.7	806.8
6262	632.8	806.7
6263	633.1	806.6
6264	632.9	806.4
6265	632.7	806.3
6266	633.0	806.1
6267	633.0	806.1
6268	633.2	805.8
6269	633.0	805.7
6270	633.0	805.6
6271	633.1	805.5
6272	632.9	805.3
